2026-03-18 00:00:00.001 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 00:00:00】
2026-03-18 00:30:00.014 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 00:30:00】
2026-03-18 00:40:00.019 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 00:40:00】
2026-03-18 00:40:00.020 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 00:40:00.021 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 00:40:00.021 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 00:40:00】
2026-03-18 00:50:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 00:50:00】
2026-03-18 00:50:00.013 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 00:50:00.013 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 00:50:00.013 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 00:50:00】
2026-03-18 01:00:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 01:00:00】
2026-03-18 01:00:00.004 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 01:00:00.004 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 01:00:00.005 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 01:00:00】
2026-03-18 01:10:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 01:10:00】
2026-03-18 01:10:00.003 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 01:10:00.003 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 01:10:00.003 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 01:10:00】
2026-03-18 01:20:00.019 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 01:20:00】
2026-03-18 01:20:00.022 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 01:20:00.022 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 01:20:00.022 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 01:20:00】
2026-03-18 01:30:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 01:30:00】
2026-03-18 01:30:00.004 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 01:30:00.004 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 01:30:00.004 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 01:30:00】
2026-03-18 01:40:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 01:40:00】
2026-03-18 01:40:00.003 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 01:40:00.003 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 01:40:00.003 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 01:40:00】
2026-03-18 01:50:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 01:50:00】
2026-03-18 01:50:00.022 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 01:50:00.022 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 01:50:00.023 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 01:50:00】
2026-03-18 02:00:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 02:00:00】
2026-03-18 02:00:00.009 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 02:00:00.009 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 02:00:00.009 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 02:00:00】
2026-03-18 02:10:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 02:10:00】
2026-03-18 02:10:00.012 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 02:10:00.012 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 02:10:00.012 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 02:10:00】
2026-03-18 02:20:00.005 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 02:20:00】
2026-03-18 02:20:00.008 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 02:20:00.008 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 02:20:00.008 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 02:20:00】
2026-03-18 02:30:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 02:30:00】
2026-03-18 02:30:00.004 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 02:30:00.005 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 02:30:00.005 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 02:30:00】
2026-03-18 02:40:00.006 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 02:40:00】
2026-03-18 02:40:00.016 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 02:40:00.016 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 02:40:00.016 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 02:40:00】
2026-03-18 02:50:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 02:50:00】
2026-03-18 02:50:00.003 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 02:50:00.004 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 02:50:00.004 [knowledge-web]  INFO [] [] [pool-3-thread-1] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 02:50:00】
2026-03-18 03:00:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-2] [c.n.app.task.ProductNomenclatureTask:25] Refresh Tire Tree
2026-03-18 03:00:00.010 [knowledge-web]  INFO [] [] [pool-3-thread-2] [c.n.app.task.ProductNomenclatureTask:27] Refresh completed
2026-03-18 03:00:00.010 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 03:00:00】
2026-03-18 03:00:00.013 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 03:00:00.013 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 03:00:00.013 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 03:00:00】
2026-03-18 03:10:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 03:10:00】
2026-03-18 03:10:00.006 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 03:10:00.006 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 03:10:00.007 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 03:10:00】
2026-03-18 03:20:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 03:20:00】
2026-03-18 03:20:00.010 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 03:20:00.010 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 03:20:00.010 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 03:20:00】
2026-03-18 03:30:00.002 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 03:30:00】
2026-03-18 03:30:00.004 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 03:30:00.004 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 03:30:00.004 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 03:30:00】
2026-03-18 03:40:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 03:40:00】
2026-03-18 03:40:00.003 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 03:40:00.003 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 03:40:00.003 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 03:40:00】
2026-03-18 03:50:00.002 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 03:50:00】
2026-03-18 03:50:00.006 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 03:50:00.006 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 03:50:00.006 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 03:50:00】
2026-03-18 04:00:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 04:00:00】
2026-03-18 04:00:00.001 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 04:00:00.001 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 04:00:00.002 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 04:00:00】
2026-03-18 04:10:00.002 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 04:10:00】
2026-03-18 04:10:00.004 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 04:10:00.005 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 04:10:00.005 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 04:10:00】
2026-03-18 04:20:00.001 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 04:20:00】
2026-03-18 04:20:00.008 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 04:20:00.008 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 04:20:00.008 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 04:20:00】
2026-03-18 04:30:00.005 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 04:30:00】
2026-03-18 04:30:00.007 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 04:30:00.007 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 04:30:00.007 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 04:30:00】
2026-03-18 04:40:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 04:40:00】
2026-03-18 04:40:00.002 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 04:40:00.002 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 04:40:00.002 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 04:40:00】
2026-03-18 04:50:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 04:50:00】
2026-03-18 04:50:00.013 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 04:50:00.013 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 04:50:00.013 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 04:50:00】
2026-03-18 05:00:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 05:00:00】
2026-03-18 05:00:00.014 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 05:00:00.014 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 05:00:00.015 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 05:00:00】
2026-03-18 05:10:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 05:10:00】
2026-03-18 05:10:00.005 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 05:10:00.005 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 05:10:00.005 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 05:10:00】
2026-03-18 05:20:00.011 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 05:20:00】
2026-03-18 05:20:00.015 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 05:20:00.015 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 05:20:00.015 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 05:20:00】
2026-03-18 05:30:00.001 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 05:30:00】
2026-03-18 05:30:00.036 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 05:30:00.036 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 05:30:00.036 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 05:30:00】
2026-03-18 05:40:00.000 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 05:40:00】
2026-03-18 05:40:00.002 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 05:40:00.002 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 05:40:00.002 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 05:40:00】
2026-03-18 05:50:00.005 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:62] 开启定时任务：查询阿里云长文本语音合成的结果，【2026-03-18 05:50:00】
2026-03-18 05:50:00.006 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:90] 多线程请求结束，音频列表为空
2026-03-18 05:50:00.006 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:137] mongo更新结束，音频文件列表为空
2026-03-18 05:50:00.006 [knowledge-web]  INFO [] [] [pool-3-thread-2] [com.nullht.app.task.NlsTtsAudioTask:82] 结束定时任务：查询阿里云长文本语音合成结束，【2026-03-18 05:50:00】
